user_id,age,gender,height,weight,goal,BMI,day1,day2,day3,day4,day5,day6,day7
85,28,Female,160,55,Maintain,21.5,"Chest: Bench Press (3 sets x 8 reps), Dumbbell Fly (3 sets x 10 reps), Pushup (3 sets x 12 reps) <br> Triceps: Tricep overhead extension (3 sets x 10 reps), Cable tricep extension (3 sets x 12 reps)","Biceps: Barbell Curl (3 sets x 8 reps), Cable Curl (3 sets x 10 reps), Bent over row (3 sets x 8 reps) <br> Back: Bent over row (3 sets x 10 reps), Cable pull down (3 sets x 8 reps)","Leg: Front barbell squat (3 sets x 10 reps), Leg press (3 sets x 12 reps), Calf raises (3 sets x 15 reps) <br> Abs: Reverse Crunch (3 sets x 12 reps), Plank (3 sets x 1 min)","Shoulder: Front DB raise (3 sets x 10 reps), Overhead press (3 sets x 8 reps), Rear delt rise (3 sets x 12 reps) <br> Triceps: Tricep Dumbbell Kickback (3 sets x 12 reps), Tricep Dips (3 sets x 10 reps)","Back: Deadlift (3 sets x 8 reps), Cable Reverse Fly (3 sets x 10 reps), Tbar row (3 sets x 10 reps) <br> Abs: Leg raise (3 sets x 15 reps), Seated scissors cross (3 sets x 1 min)","Leg: Split squat (3 sets x 12 reps), Lunges (3 sets x 15 reps), Kettlebell swing (3 sets x 15 reps) <br> Shoulder: Arnold Press (3 sets x 8 reps), Dumbbell incline row (3 sets x 10 reps)","Rest day: Light jogging (20 mins), Stretching exercises (15 mins), Yoga (20 mins)"
86,30,Male,168,80,Lose,28.3,"Chest: Incline Dumbbell Press (3 sets x 8 reps), Cable Crossover (3 sets x 10 reps), Landmine Press (3 sets x 12 reps) <br> Triceps: Close Grip Bench Press (3 sets x 8 reps), Diamond Pushup (3 sets x 12 reps)","Biceps: Hammer Curl (3 sets x 8 reps), Cable Curl (3 sets x 10 reps), Bent over row (3 sets x 8 reps) <br> Back: Cable pull down (3 sets x 10 reps), One arm dumbbell row (3 sets x 8 reps)","Leg: Squat (3 sets x 10 reps), Lunges (3 sets x 12 reps), Calf raises (3 sets x 15 reps) <br> Abs: Crunch (3 sets x 15 reps), Oblique Crunch (3 sets x 15 reps)","Shoulder: Side lateral DB rise (3 sets x 10 reps), Face pull (3 sets x 12 reps), Rear delt rise (3 sets x 10 reps) <br> Triceps: Tricep overhead extension (3 sets x 10 reps), Tricep Dumbbell Kickback (3 sets x 10 reps)","Back: Deadlift (3 sets x 8 reps), Cable Reverse Fly (3 sets x 10 reps), Tbar row (3 sets x 10 reps) <br> Abs: Leg raise (3 sets x 15 reps), Seated scissors cross (3 sets x 1 min)","Leg: Front barbell squat (3 sets x 10 reps), Lunges (3 sets x 15 reps), Kettlebell swing (3 sets x 15 reps) <br> Shoulder: Overhead press (3 sets x 8 reps), Dumbbell incline row (3 sets x 10 reps)","Rest day: Light jogging (20 mins), Stretching exercises (15 mins), Yoga (20 mins)"
87,24,Female,158,60,Lose,24,"Chest: Bench Press (3 sets x 8 reps), Cable Crossover (3 sets x 10 reps), Pushup (3 sets x 12 reps) <br> Triceps: Close Grip Bench Press (3 sets x 8 reps), Tricep Dips (3 sets x 12 reps)","Biceps: Concentration curl (3 sets x 8 reps), Hammer Curl (3 sets x 10 reps), Bent over row (3 sets x 8 reps) <br> Back: One arm dumbbell row (3 sets x 10 reps), Cable pull down (3 sets x 8 reps)","Leg: Squat (3 sets x 10 reps), Lunges (3 sets x 12 reps), Calf raises (3 sets x 15 reps) <br> Abs: Crunch (3 sets x 15 reps), Plank (3 sets x 1 min)","Shoulder: Side lateral DB rise (3 sets x 10 reps), Overhead press (3 sets x 8 reps), Face pull (3 sets x 12 reps) <br> Triceps: Tricep Dumbbell Kickback (3 sets x 12 reps), Diamond Pushup (3 sets x 10 reps)","Back: Cable pull down (3 sets x 10 reps), Pull up (3 sets x 8 reps), Tbar row (3 sets x 10 reps) <br> Abs: Russian Twist (3 sets x 20 reps), Mountain Climber (3 sets x 1 min)","Leg: Deadlift (3 sets x 8 reps), Split squat (3 sets x 12 reps), Kettlebell swing (3 sets x 15 reps) <br> Shoulder: Arnold Press (3 sets x 8 reps), Dumbbell incline row (3 sets x 10 reps)","Rest day: Light jogging (20 mins), Stretching exercises (15 mins), Yoga (20 mins)"
88,35,Male,180,85,Maintain,26.2,"Chest: Incline Dumbbell Press (3 sets x 8 reps), Dumbbell Fly (3 sets x 10 reps), Landmine Press (3 sets x 12 reps) <br> Triceps: Tricep overhead extension (3 sets x 10 reps), Cable tricep extension (3 sets x 12 reps)","Biceps: Barbell Curl (3 sets x 8 reps), Chin Up (3 sets x 10 reps), Cable Curl (3 sets x 8 reps) <br> Back: Bent over row (3 sets x 10 reps), Cable Reverse Fly (3 sets x 8 reps)","Leg: Front barbell squat (3 sets x 10 reps), Leg press (3 sets x 12 reps), Calf raises (3 sets x 15 reps) <br> Abs: Reverse Crunch (3 sets x 12 reps), Plank (3 sets x 1 min)","Shoulder: Front DB raise (3 sets x 10 reps), Overhead press (3 sets x 8 reps), Rear delt rise (3 sets x 12 reps) <br> Triceps: Tricep Dumbbell Kickback (3 sets x 12 reps), Tricep Dips (3 sets x 10 reps)","Back: Deadlift (3 sets x 8 reps), Tbar row (3 sets x 10 reps), Cable pull down (3 sets x 10 reps) <br> Abs: Leg raise (3 sets x 15 reps), Seated scissors cross (3 sets x 1 min)","Leg: Split squat (3 sets x 12 reps), Lunges (3 sets x 15 reps), Kettlebell swing (3 sets x 15 reps) <br> Shoulder: Arnold Press (3 sets x 8 reps), Dumbbell incline row (3 sets x 10 reps)","Rest day: Light jogging (20 mins), Stretching exercises (15 mins), Yoga (20 mins)"
89,30,Male,175,80,Lose,26.1,"Chest: Bench Press (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps), Pushup (3 sets x 15 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Dips (3 sets x 12 reps)","Back: Deadlift (3 sets x 8 reps), Cable Pull Down (3 sets x 10 reps), Bent Over Row (3 sets x 12 reps) <br> Biceps: Barbell Curl (3 sets x 10 reps), Hammer Curl (3 sets x 12 reps)","Leg: Squat (3 sets x 10 reps), Lunges (3 sets x 12 reps), Leg Press (3 sets x 15 reps) <br> Abs: Crunch (3 sets x 15 reps), Leg Raise (3 sets x 12 reps), Plank (3 sets x 30 sec)","Shoulder: Overhead Press (3 sets x 10 reps), Side Lateral DB Raise (3 sets x 12 reps), Face Pull (3 sets x 15 reps) <br> Triceps: Tricep Dips (3 sets x 12 reps), Cable Tricep Extension (3 sets x 15 reps)","Chest: Incline Dumbbell Press (3 sets x 10 reps), Landmine Press (3 sets x 12 reps), Dumbbell Fly (3 sets x 15 reps) <br> Biceps: Concentration Curl (3 sets x 10 reps), Chin Up (3 sets x 12 reps)","Back: One Arm Dumbbell Row (3 sets x 10 reps), T-Bar Row (3 sets x 12 reps), Cable Reverse Fly (3 sets x 15 reps) <br> Leg: Deadlift (3 sets x 8 reps), Kettlebell Swing (3 sets x 12 reps)","Light Cardio: Walking (30 minutes), Stretching: Full Body Stretch (15 minutes)"
90,28,Female,160,60,Maintain,23.4,"Chest: Bench Press (2 sets x 10 reps), Cable Crossover (2 sets x 12 reps), Pushup (2 sets x 12 reps) <br> Triceps: Close Grip Bench Press (2 sets x 10 reps), Tricep Dips (2 sets x 12 reps)","Back: Deadlift (2 sets x 8 reps), Cable Pull Down (2 sets x 10 reps), Bent Over Row (2 sets x 12 reps) <br> Biceps: Barbell Curl (2 sets x 10 reps), Hammer Curl (2 sets x 12 reps)","Leg: Squat (2 sets x 10 reps), Lunges (2 sets x 12 reps), Leg Press (2 sets x 15 reps) <br> Abs: Crunch (2 sets x 15 reps), Leg Raise (2 sets x 12 reps), Plank (2 sets x 30 sec)","Shoulder: Overhead Press (2 sets x 10 reps), Side Lateral DB Raise (2 sets x 12 reps), Face Pull (2 sets x 15 reps) <br> Triceps: Tricep Dips (2 sets x 12 reps), Cable Tricep Extension (2 sets x 15 reps)","Chest: Incline Dumbbell Press (2 sets x 10 reps), Landmine Press (2 sets x 12 reps), Dumbbell Fly (2 sets x 15 reps) <br> Biceps: Concentration Curl (2 sets x 10 reps), Chin Up (2 sets x 12 reps)","Back: One Arm Dumbbell Row (2 sets x 10 reps), T-Bar Row (2 sets x 12 reps), Cable Reverse Fly (2 sets x 15 reps) <br> Leg: Deadlift (2 sets x 8 reps), Kettlebell Swing (2 sets x 12 reps)","Light Cardio: Walking (25 minutes), Stretching: Full Body Stretch (10 minutes)"
91,22,Male,178,70,Gain,22.1,"Chest: Bench Press (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps), Pushup (3 sets x 15 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Dips (3 sets x 12 reps)","Back: Deadlift (3 sets x 8 reps), Cable Pull Down (3 sets x 10 reps), Bent Over Row (3 sets x 12 reps) <br> Biceps: Barbell Curl (3 sets x 10 reps), Hammer Curl (3 sets x 12 reps)","Leg: Squat (3 sets x 10 reps), Lunges (3 sets x 12 reps), Leg Press (3 sets x 15 reps) <br> Abs: Crunch (3 sets x 15 reps), Leg Raise (3 sets x 12 reps), Plank (3 sets x 30 sec)","Shoulder: Overhead Press (3 sets x 10 reps), Side Lateral DB Raise (3 sets x 12 reps), Face Pull (3 sets x 15 reps) <br> Triceps: Tricep Dips (3 sets x 12 reps), Cable Tricep Extension (3 sets x 15 reps)","Chest: Incline Dumbbell Press (3 sets x 10 reps), Landmine Press (3 sets x 12 reps), Dumbbell Fly (3 sets x 15 reps) <br> Biceps: Concentration Curl (3 sets x 10 reps), Chin Up (3 sets x 12 reps)","Back: One Arm Dumbbell Row (3 sets x 10 reps), T-Bar Row (3 sets x 12 reps), Cable Reverse Fly (3 sets x 15 reps) <br> Leg: Deadlift (3 sets x 8 reps), Kettlebell Swing (3 sets x 12 reps)","Light Cardio: Walking (30 minutes), Stretching: Full Body Stretch (15 minutes)"
92,45,Female,165,72,Lose,26.4,"Chest: Bench Press (2 sets x 10 reps), Cable Crossover (2 sets x 12 reps), Pushup (2 sets x 12 reps) <br> Triceps: Close Grip Bench Press (2 sets x 10 reps), Tricep Dips (2 sets x 12 reps)","Back: Deadlift (2 sets x 8 reps), Cable Pull Down (2 sets x 10 reps), Bent Over Row (2 sets x 12 reps) <br> Biceps: Barbell Curl (2 sets x 10 reps), Hammer Curl (2 sets x 12 reps)","Leg: Squat (2 sets x 10 reps), Lunges (2 sets x 12 reps), Leg Press (2 sets x 15 reps) <br> Abs: Crunch (2 sets x 15 reps), Leg Raise (2 sets x 12 reps), Plank (2 sets x 30 sec)","Shoulder: Overhead Press (2 sets x 10 reps), Side Lateral DB Raise (2 sets x 12 reps), Face Pull (2 sets x 15 reps) <br> Triceps: Tricep Dips (2 sets x 12 reps), Cable Tricep Extension (2 sets x 15 reps)","Chest: Incline Dumbbell Press (2 sets x 10 reps), Landmine Press (2 sets x 12 reps), Dumbbell Fly (2 sets x 15 reps) <br> Biceps: Concentration Curl (2 sets x 10 reps), Chin Up (2 sets x 12 reps)","Back: One Arm Dumbbell Row (2 sets x 10 reps), T-Bar Row (2 sets x 12 reps), Cable Reverse Fly (2 sets x 15 reps) <br> Leg: Deadlift (2 sets x 8 reps), Kettlebell Swing (2 sets x 12 reps)","Light Cardio: Walking (25 minutes), Stretching: Full Body Stretch (10 minutes)"
93,34,Male,170,85,Lose,29.4,"Chest: Bench Press (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps), Pushup (3 sets x 15 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Dips (3 sets x 12 reps)","Back: Deadlift (3 sets x 8 reps), Cable Pull Down (3 sets x 10 reps), Bent Over Row (3 sets x 12 reps) <br> Biceps: Barbell Curl (3 sets x 10 reps), Hammer Curl (3 sets x 12 reps)","Leg: Squat (3 sets x 10 reps), Lunges (3 sets x 12 reps), Leg Press (3 sets x 15 reps) <br> Abs: Crunch (3 sets x 15 reps), Leg Raise (3 sets x 12 reps), Plank (3 sets x 30 sec)","Shoulder: Overhead Press (3 sets x 10 reps), Side Lateral DB Raise (3 sets x 12 reps), Face Pull (3 sets x 15 reps) <br> Triceps: Tricep Dips (3 sets x 12 reps), Cable Tricep Extension (3 sets x 15 reps)","Chest: Incline Dumbbell Press (3 sets x 10 reps), Landmine Press (3 sets x 12 reps), Dumbbell Fly (3 sets x 15 reps) <br> Biceps: Concentration Curl (3 sets x 10 reps), Chin Up (3 sets x 12 reps)","Back: One Arm Dumbbell Row (3 sets x 10 reps), T-Bar Row (3 sets x 12 reps), Cable Reverse Fly (3 sets x 15 reps) <br> Leg: Deadlift (3 sets x 8 reps), Kettlebell Swing (3 sets x 12 reps)","Light Cardio: Walking (30 minutes), Stretching: Full Body Stretch (15 minutes)"
94,25,Male,175,80,Lose,26.1,"Chest: Bench Press (4 sets x 10 reps), Cable Crossover (4 sets x 12 reps), Pushup (4 sets x 15 reps) <br> Triceps: Close Grip Bench Press (4 sets x 10 reps), Tricep Dips (4 sets x 12 reps)","Biceps: Barbell Curl (4 sets x 10 reps), Hammer Curl (4 sets x 12 reps), Chin Up (4 sets x 8 reps) <br> Back: Deadlift (4 sets x 10 reps), Pull up (4 sets x 10 reps)","Shoulder: Overhead press (4 sets x 10 reps), Side lateral db rise (4 sets x 12 reps), Face pull (4 sets x 10 reps) <br> Legs: Squat (4 sets x 12 reps), Calf raises (4 sets x 15 reps)","Chest: Dumbell Fly (4 sets x 10 reps), Landmine Press (4 sets x 12 reps), Bar dips (4 sets x 12 reps) <br> Triceps: Tricep overhead extension (4 sets x 10 reps), Tricep Dumbell Kickback (4 sets x 12 reps)","Back: Tbar row (4 sets x 10 reps), One arm dumbell row (4 sets x 12 reps), Cable Reverse Fly (4 sets x 10 reps) <br> Shoulder: Arnold Press (4 sets x 10 reps), Dumbell incline row (4 sets x 12 reps)","Legs: Deadlift (4 sets x 10 reps), Front barbell squat (4 sets x 12 reps), Lunges (4 sets x 15 reps) <br> Abs: Plank (4 sets x 1 min), Leg raise (4 sets x 15 reps), Mountain Climber (4 sets x 20 reps)","Light exercises: Walking (30 minutes), Stretching (15 minutes), Yoga (30 minutes)"
95,30,Female,160,70,Lose,27.3,"Chest: Bench Press (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps), Pushup (3 sets x 15 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Dips (3 sets x 12 reps)","Biceps: Barbell Curl (3 sets x 10 reps), Hammer Curl (3 sets x 12 reps), Chin Up (3 sets x 8 reps) <br> Back: Deadlift (3 sets x 10 reps), Pull up (3 sets x 10 reps)","Shoulder: Overhead press (3 sets x 10 reps), Side lateral db rise (3 sets x 12 reps), Face pull (3 sets x 10 reps) <br> Legs: Squat (3 sets x 12 reps), Calf raises (3 sets x 15 reps)","Chest: Dumbell Fly (3 sets x 10 reps), Landmine Press (3 sets x 12 reps), Bar dips (3 sets x 12 reps) <br> Triceps: Tricep overhead extension (3 sets x 10 reps), Tricep Dumbell Kickback (3 sets x 12 reps)","Back: Tbar row (3 sets x 10 reps), One arm dumbell row (3 sets x 12 reps), Cable Reverse Fly (3 sets x 10 reps) <br> Shoulder: Arnold Press (3 sets x 10 reps), Dumbell incline row (3 sets x 12 reps)","Legs: Deadlift (3 sets x 10 reps), Front barbell squat (3 sets x 12 reps), Lunges (3 sets x 15 reps) <br> Abs: Plank (3 sets x 1 min), Leg raise (3 sets x 15 reps), Mountain Climber (3 sets x 20 reps)","Light exercises: Walking (30 minutes), Stretching (15 minutes), Yoga (30 minutes)"
96,22,Male,180,75,Gain,23.1,"Chest: Bench Press (4 sets x 10 reps), Cable Crossover (4 sets x 12 reps), Pushup (4 sets x 15 reps) <br> Triceps: Close Grip Bench Press (4 sets x 10 reps), Tricep Dips (4 sets x 12 reps)","Biceps: Barbell Curl (4 sets x 10 reps), Hammer Curl (4 sets x 12 reps), Chin Up (4 sets x 8 reps) <br> Back: Deadlift (4 sets x 10 reps), Pull up (4 sets x 10 reps)","Shoulder: Overhead press (4 sets x 10 reps), Side lateral db rise (4 sets x 12 reps), Face pull (4 sets x 10 reps) <br> Legs: Squat (4 sets x 12 reps), Calf raises (4 sets x 15 reps)","Chest: Dumbell Fly (4 sets x 10 reps), Landmine Press (4 sets x 12 reps), Bar dips (4 sets x 12 reps) <br> Triceps: Tricep overhead extension (4 sets x 10 reps), Tricep Dumbell Kickback (4 sets x 12 reps)","Back: Tbar row (4 sets x 10 reps), One arm dumbell row (4 sets x 12 reps), Cable Reverse Fly (4 sets x 10 reps) <br> Shoulder: Arnold Press (4 sets x 10 reps), Dumbell incline row (4 sets x 12 reps)","Legs: Deadlift (4 sets x 10 reps), Front barbell squat (4 sets x 12 reps), Lunges (4 sets x 15 reps) <br> Abs: Plank (4 sets x 1 min), Leg raise (4 sets x 15 reps), Mountain Climber (4 sets x 20 reps)","Light exercises: Walking (30 minutes), Stretching (15 minutes), Yoga (30 minutes)"
97,35,Female,165,55,Maintain,20.2,"Chest: Bench Press (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps), Pushup (3 sets x 15 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Dips (3 sets x 12 reps)","Biceps: Barbell Curl (3 sets x 10 reps), Hammer Curl (3 sets x 12 reps), Chin Up (3 sets x 8 reps) <br> Back: Deadlift (3 sets x 10 reps), Pull up (3 sets x 10 reps)","Shoulder: Overhead press (3 sets x 10 reps), Side lateral db rise (3 sets x 12 reps), Face pull (3 sets x 10 reps) <br> Legs: Squat (3 sets x 12 reps), Calf raises (3 sets x 15 reps)","Chest: Dumbell Fly (3 sets x 10 reps), Landmine Press (3 sets x 12 reps), Bar dips (3 sets x 12 reps) <br> Triceps: Tricep overhead extension (3 sets x 10 reps), Tricep Dumbell Kickback (3 sets x 12 reps)","Back: Tbar row (3 sets x 10 reps), One arm dumbell row (3 sets x 12 reps), Cable Reverse Fly (3 sets x 10 reps) <br> Shoulder: Arnold Press (3 sets x 10 reps), Dumbell incline row (3 sets x 12 reps)","Legs: Deadlift (3 sets x 10 reps), Front barbell squat (3 sets x 12 reps), Lunges (3 sets x 15 reps) <br> Abs: Plank (3 sets x 1 min), Leg raise (3 sets x 15 reps), Mountain Climber (3 sets x 20 reps)","Light exercises: Walking (30 minutes), Stretching (15 minutes), Yoga (30 minutes)"
98,28,Male,178,85,Lose,26.8,"Chest: Bench Press (4 sets x 10 reps), Cable Crossover (4 sets x 12 reps), Pushup (4 sets x 15 reps) <br> Triceps: Close Grip Bench Press (4 sets x 10 reps), Tricep Dips (4 sets x 12 reps)","Biceps: Barbell Curl (4 sets x 10 reps), Hammer Curl (4 sets x 12 reps), Chin Up (4 sets x 8 reps) <br> Back: Deadlift (4 sets x 10 reps), Pull up (4 sets x 10 reps)","Shoulder: Overhead press (4 sets x 10 reps), Side lateral db rise (4 sets x 12 reps), Face pull (4 sets x 10 reps) <br> Legs: Squat (4 sets x 12 reps), Calf raises (4 sets x 15 reps)","Chest: Dumbell Fly (4 sets x 10 reps), Landmine Press (4 sets x 12 reps), Bar dips (4 sets x 12 reps) <br> Triceps: Tricep overhead extension (4 sets x 10 reps), Tricep Dumbell Kickback (4 sets x 12 reps)","Back: Tbar row (4 sets x 10 reps), One arm dumbell row (4 sets x 12 reps), Cable Reverse Fly (4 sets x 10 reps) <br> Shoulder: Arnold Press (4 sets x 10 reps), Dumbell incline row (4 sets x 12 reps)","Legs: Deadlift (4 sets x 10 reps), Front barbell squat (4 sets x 12 reps), Lunges (4 sets x 15 reps) <br> Abs: Plank (4 sets x 1 min), Leg raise (4 sets x 15 reps), Mountain Climber (4 sets x 20 reps)","Light exercises: Walking (30 minutes), Stretching (15 minutes), Yoga (30 minutes)"
99,25,Female,165,60,Maintain,22,Chest: Pushup (2 sets x 12 reps) <br> Triceps: Tricep Dips (2 sets x 10 reps) <br> Abs: Plank (2 sets x 30 seconds),Back: One arm dumbbell row (2 sets x 12 reps) <br> Biceps: Hammer Curl (2 sets x 10 reps) <br> Shoulder: Front db raise (2 sets x 12 reps),Legs: Lunges (2 sets x 12 reps) <br> Abs: Russian Twist (2 sets x 15 reps) <br> Chest: Pushup (2 sets x 12 reps),Shoulder: Side lateral db raise (2 sets x 12 reps) <br> Triceps: Tricep Overhead Extension (2 sets x 10 reps) <br> Back: Cable pull down (2 sets x 12 reps),Biceps: Concentration Curl (2 sets x 10 reps) <br> Legs: Calf Raises (2 sets x 15 reps) <br> Abs: Leg Raise (2 sets x 12 reps),"Full Body: Light circuit (Pushups, Squats, Planks - 2 rounds) <br> Cardio: 20 minutes walking",Light Exercises: Yoga and stretching (30 minutes)
100,30,Male,175,80,Lose,26.1,Chest: Bench Press (4 sets x 10 reps) <br> Triceps: Close Grip Bench Press (4 sets x 10 reps) <br> Abs: Crunch (3 sets x 15 reps),Back: Deadlift (4 sets x 8 reps) <br> Biceps: Barbell Curl (4 sets x 10 reps) <br> Shoulder: Overhead Press (4 sets x 10 reps),Legs: Squat (4 sets x 10 reps) <br> Abs: Russian Twist (3 sets x 15 reps) <br> Chest: Incline Dumbbell Press (4 sets x 10 reps),Shoulder: Arnold Press (4 sets x 10 reps) <br> Triceps: Tricep Dumbbell Kickback (4 sets x 12 reps) <br> Back: T-Bar Row (4 sets x 10 reps),Biceps: Hammer Curl (4 sets x 10 reps) <br> Legs: Leg Press (4 sets x 10 reps) <br> Abs: Plank (3 sets x 45 seconds),Full Body: High-intensity interval training (HIIT) - 30 minutes <br> Cardio: 30 minutes running,Light Exercises: Stretching and foam rolling (30 minutes)
101,22,Female,160,50,Gain,19.5,Chest: Dumbbell Fly (3 sets x 12 reps) <br> Triceps: Tricep Overhead Extension (3 sets x 12 reps) <br> Abs: Mountain Climber (3 sets x 20 reps),Back: Bent Over Row (3 sets x 12 reps) <br> Biceps: Cable Curl (3 sets x 12 reps) <br> Shoulder: Rear Delt Raise (3 sets x 12 reps),Legs: Split Squat (3 sets x 12 reps) <br> Abs: Oblique Crunch (3 sets x 15 reps) <br> Chest: Pushup (3 sets x 15 reps),Shoulder: Face Pull (3 sets x 12 reps) <br> Triceps: Tricep Dips (3 sets x 12 reps) <br> Back: Cable Pull Down (3 sets x 12 reps),Biceps: Chin Up (3 sets x 8 reps) <br> Legs: Kettlebell Swing (3 sets x 15 reps) <br> Abs: Leg Raise (3 sets x 12 reps),"Full Body: Moderate circuit (Pushups, Deadlifts, Planks - 3 rounds) <br> Cardio: 25 minutes cycling",Light Exercises: Gentle yoga and breathing exercises (30 minutes)
102,35,Male,180,90,Lose,27.8,Chest: Bench Press (5 sets x 8 reps) <br> Triceps: Tricep Dips (5 sets x 10 reps) <br> Abs: Reverse Crunch (4 sets x 15 reps),Back: Deadlift (5 sets x 6 reps) <br> Biceps: Barbell Curl (5 sets x 8 reps) <br> Shoulder: Overhead Press (5 sets x 8 reps),Legs: Squat (5 sets x 8 reps) <br> Abs: Russian Twist (4 sets x 20 reps) <br> Chest: Incline Dumbbell Press (5 sets x 8 reps),Shoulder: Arnold Press (5 sets x 8 reps) <br> Triceps: Tricep Overhead Extension (5 sets x 10 reps) <br> Back: T-Bar Row (5 sets x 8 reps),Biceps: Hammer Curl (5 sets x 8 reps) <br> Legs: Leg Press (5 sets x 8 reps) <br> Abs: Plank (4 sets x 60 seconds),"Full Body: High-intensity circuit (Bench Press, Deadlift, Squat - 4 rounds) <br> Cardio: 40 minutes running",Light Exercises: Stretching and mobility work (30 minutes)
103,28,Female,170,65,Maintain,22.5,Chest: Cable Crossover (3 sets x 15 reps) <br> Triceps: Tricep Cable Extension (3 sets x 15 reps) <br> Abs: Seated Scissors (3 sets x 20 reps),Back: Cable Reverse Fly (3 sets x 15 reps) <br> Biceps: Concentration Curl (3 sets x 12 reps) <br> Shoulder: Front db raise (3 sets x 15 reps),Legs: Calf Raises (3 sets x 20 reps) <br> Abs: Plank (3 sets x 45 seconds) <br> Chest: Pushup (3 sets x 15 reps),Shoulder: Side lateral db raise (3 sets x 15 reps) <br> Triceps: Cable Tricep Extension (3 sets x 15 reps) <br> Back: Cable Pull Down (3 sets x 15 reps),Biceps: Cable Curl (3 sets x 15 reps) <br> Legs: Lunges (3 sets x 15 reps) <br> Abs: Leg Raise (3 sets x 15 reps),"Full Body: Light circuit (Pushups, Squats, Planks - 2 rounds) <br> Cardio: 20 minutes walking",Light Exercises: Yoga and stretching (30 minutes)
104,25,Male,175,72,Maintain,23.5,"Chest: Bench Press (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps), Pushup (3 sets x 15 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Dips (3 sets x 12 reps)","Back: One arm dumbbell row (3 sets x 10 reps), Bent over row (3 sets x 12 reps) <br> Biceps: Concentration curl (3 sets x 10 reps), Hammer Curl (3 sets x 12 reps)","Shoulder: Overhead press (3 sets x 10 reps), Side lateral DB rise (3 sets x 12 reps) <br> Abs: Crunch (3 sets x 15 reps), Leg raise (3 sets x 12 reps)","Leg: Squat (3 sets x 10 reps), Deadlift (3 sets x 12 reps), Calf raises (3 sets x 15 reps)","Chest: Incline Dumbbell Press (3 sets x 10 reps), Dumbbell Fly (3 sets x 12 reps) <br> Triceps: Tricep Overhead Extension (3 sets x 10 reps), Tricep Dips (3 sets x 12 reps)","Back: Cable pull down (3 sets x 10 reps), T-bar row (3 sets x 12 reps) <br> Biceps: Barbell Curl (3 sets x 10 reps), Cable Curl (3 sets x 12 reps)","Light cardio (30 minutes), Yoga stretches (20 minutes)"
105,30,Female,160,58,Lose,22.7,"Chest: Bench Press (3 sets x 8 reps), Cable Crossover (3 sets x 10 reps), Pushup (3 sets x 12 reps) <br> Triceps: Close Grip Bench Press (3 sets x 8 reps), Tricep Dips (3 sets x 10 reps)","Back: One arm dumbbell row (3 sets x 8 reps), Bent over row (3 sets x 10 reps) <br> Biceps: Concentration curl (3 sets x 8 reps), Hammer Curl (3 sets x 10 reps)","Shoulder: Overhead press (3 sets x 8 reps), Side lateral DB rise (3 sets x 10 reps) <br> Abs: Crunch (3 sets x 12 reps), Leg raise (3 sets x 10 reps)","Leg: Squat (3 sets x 8 reps), Deadlift (3 sets x 10 reps), Calf raises (3 sets x 12 reps)","Chest: Incline Dumbbell Press (3 sets x 8 reps), Dumbbell Fly (3 sets x 10 reps) <br> Triceps: Tricep Overhead Extension (3 sets x 8 reps), Tricep Dips (3 sets x 10 reps)","Back: Cable pull down (3 sets x 8 reps), T-bar row (3 sets x 10 reps) <br> Biceps: Barbell Curl (3 sets x 8 reps), Cable Curl (3 sets x 10 reps)","Light cardio (20 minutes), Yoga stretches (15 minutes)"
106,35,Male,168,80,Lose,28.3,"Chest: Bench Press (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps), Pushup (3 sets x 15 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Dips (3 sets x 12 reps)","Back: One arm dumbbell row (3 sets x 10 reps), Bent over row (3 sets x 12 reps) <br> Biceps: Concentration curl (3 sets x 10 reps), Hammer Curl (3 sets x 12 reps)","Shoulder: Overhead press (3 sets x 10 reps), Side lateral DB rise (3 sets x 12 reps) <br> Abs: Crunch (3 sets x 15 reps), Leg raise (3 sets x 12 reps)","Leg: Squat (3 sets x 10 reps), Deadlift (3 sets x 12 reps), Calf raises (3 sets x 15 reps)","Chest: Incline Dumbbell Press (3 sets x 10 reps), Dumbbell Fly (3 sets x 12 reps) <br> Triceps: Tricep Overhead Extension (3 sets x 10 reps), Tricep Dips (3 sets x 12 reps)","Back: Cable pull down (3 sets x 10 reps), T-bar row (3 sets x 12 reps) <br> Biceps: Barbell Curl (3 sets x 10 reps), Cable Curl (3 sets x 12 reps)","Light cardio (30 minutes), Yoga stretches (20 minutes)"
